alpha_deg,cl,cd,cdp,cm,xtr_top,xtr_bottom,source
15.75,1.3785,0.07252,0.04471,-0.0309,0.0125,1.0,forward
16.0,1.3689,0.07702,0.04847,-0.0315,0.0124,1.0,forward
16.25,1.3647,0.08103,0.05189,-0.0323,0.0123,1.0,forward
16.5,1.3612,0.08502,0.05538,-0.0332,0.0121,1.0,forward
16.75,1.3575,0.08905,0.05893,-0.0342,0.012,1.0,forward
17.0,1.3539,0.09309,0.06256,-0.0353,0.0118,1.0,forward
17.25,1.3507,0.09709,0.06623,-0.0364,0.0117,1.0,forward
17.5,1.3481,0.10097,0.06984,-0.0374,0.0116,1.0,forward
17.75,1.346,0.10477,0.07348,-0.0385,0.0114,1.0,forward
18.0,1.3446,0.10848,0.07711,-0.0396,0.0113,1.0,forward
