alpha_deg,cl,cd,cdp,cm,xtr_top,xtr_bottom,source
8.0,1.1893,0.01449,0.00313,-0.0666,0.1694,1.0,forward
8.25,1.207,0.01516,0.00342,-0.0651,0.146,1.0,forward
8.5,1.2243,0.01585,0.00375,-0.0636,0.1248,1.0,forward
8.75,1.2419,0.01648,0.00405,-0.0622,0.1093,1.0,forward
9.0,1.259,0.01707,0.00433,-0.0606,0.0983,1.0,forward
9.25,1.2758,0.01765,0.00461,-0.059,0.0897,1.0,forward
9.5,1.2918,0.01826,0.0049,-0.0573,0.0817,1.0,forward
9.75,1.3079,0.01887,0.0052,-0.0557,0.0747,1.0,forward
10.0,1.3236,0.01951,0.00551,-0.0541,0.0681,1.0,forward
10.25,1.3384,0.0202,0.00585,-0.0524,0.0602,1.0,forward
10.5,1.351,0.02106,0.00627,-0.0506,0.0486,1.0,forward
10.75,1.3514,0.02275,0.00726,-0.0474,0.0213,1.0,forward
11.0,1.3582,0.02405,0.00808,-0.0451,0.0168,1.0,forward
11.25,1.3682,0.02517,0.00877,-0.0433,0.0151,1.0,forward
11.5,1.3781,0.02633,0.00949,-0.0416,0.0141,1.0,forward
11.75,1.3882,0.0275,0.01023,-0.04,0.0133,1.0,forward
12.0,1.3966,0.02885,0.01111,-0.0384,0.0127,1.0,forward
12.25,1.4042,0.0303,0.01206,-0.0369,0.0122,1.0,forward
12.5,1.4127,0.03173,0.01301,-0.0356,0.0117,1.0,forward
12.75,1.4197,0.03333,0.0141,-0.0344,0.0113,1.0,forward
13.0,1.4252,0.03511,0.01533,-0.0332,0.0109,1.0,forward
13.25,1.429,0.03712,0.01677,-0.0321,0.0106,1.0,forward
13.5,1.4297,0.0395,0.0185,-0.0311,0.0103,1.0,forward
13.75,1.4333,0.04166,0.02008,-0.0303,0.0101,1.0,forward
14.0,1.4356,0.04403,0.02184,-0.0297,0.0098,1.0,forward
14.25,1.4364,0.04663,0.02381,-0.0292,0.0095,1.0,forward
14.5,1.4359,0.04947,0.02599,-0.0289,0.0092,1.0,forward
14.75,1.4342,0.05256,0.02842,-0.0287,0.009,1.0,forward
15.0,1.431,0.05595,0.03113,-0.0288,0.0088,1.0,forward
15.25,1.4261,0.05968,0.03416,-0.0292,0.0087,1.0,forward
15.5,1.4191,0.06382,0.03758,-0.0298,0.0085,1.0,forward
15.75,1.4098,0.06842,0.04146,-0.0307,0.0084,1.0,forward
16.0,1.4015,0.07303,0.04541,-0.0317,0.0083,1.0,forward
16.25,1.3938,0.07764,0.04941,-0.0329,0.0083,1.0,forward
16.5,1.3851,0.08253,0.05375,-0.0343,0.0082,1.0,forward
16.75,1.3757,0.08761,0.05835,-0.0358,0.0081,1.0,forward
17.0,1.3659,0.09282,0.06318,-0.0375,0.008,1.0,forward
17.25,1.356,0.09813,0.06825,-0.0394,0.0079,1.0,forward
17.5,1.3462,0.10352,0.07356,-0.0413,0.0078,1.0,forward
17.75,1.3367,0.10888,0.07903,-0.0434,0.0078,1.0,forward
18.0,1.3279,0.11419,0.08465,-0.0456,0.0077,1.0,forward
