alpha_deg,cl,cd,cdp,cm,xtr_top,xtr_bottom,source
6.75,1.0707,0.01376,0.00274,-0.0691,0.2875,1.0,forward
7.0,1.0943,0.01404,0.00285,-0.0684,0.279,1.0,forward
7.25,1.1173,0.01435,0.00297,-0.0677,0.2709,1.0,forward
7.5,1.1402,0.01466,0.00309,-0.0669,0.2597,1.0,forward
7.75,1.1624,0.01501,0.0032,-0.0661,0.2454,1.0,forward
8.0,1.183,0.01543,0.00333,-0.065,0.226,1.0,forward
8.25,1.202,0.01596,0.00349,-0.0638,0.2014,1.0,forward
8.5,1.2186,0.01664,0.00374,-0.0622,0.1749,1.0,forward
8.75,1.2341,0.01739,0.00406,-0.0605,0.1508,1.0,forward
9.0,1.2484,0.01812,0.0044,-0.0585,0.1324,1.0,forward
9.25,1.2629,0.01884,0.00475,-0.0566,0.1178,1.0,forward
9.5,1.2773,0.01956,0.00511,-0.0548,0.1062,1.0,forward
9.75,1.2915,0.02031,0.00549,-0.053,0.0965,1.0,forward
10.0,1.3057,0.02106,0.00588,-0.0513,0.0888,1.0,forward
10.25,1.3197,0.02183,0.00628,-0.0496,0.082,1.0,forward
10.5,1.333,0.02266,0.00671,-0.0479,0.0748,1.0,forward
10.75,1.3458,0.02353,0.00717,-0.0462,0.067,1.0,forward
11.0,1.3576,0.0245,0.00768,-0.0445,0.0584,1.0,forward
11.25,1.3667,0.02569,0.00832,-0.0427,0.0449,1.0,forward
11.5,1.3636,0.02782,0.00966,-0.0399,0.0224,1.0,forward
11.75,1.3672,0.02954,0.0108,-0.0379,0.0187,1.0,forward
12.0,1.3722,0.03121,0.01192,-0.0362,0.017,1.0,forward
12.25,1.3784,0.03284,0.01304,-0.0347,0.0159,1.0,forward
12.5,1.3832,0.03465,0.0143,-0.0333,0.015,1.0,forward
12.75,1.3866,0.03665,0.01572,-0.032,0.0144,1.0,forward
13.0,1.3913,0.0386,0.01711,-0.031,0.0139,1.0,forward
13.25,1.3944,0.04076,0.01868,-0.0301,0.0134,1.0,forward
13.5,1.3958,0.04317,0.02048,-0.0293,0.013,1.0,forward
13.75,1.3953,0.04587,0.02254,-0.0286,0.0127,1.0,forward
14.0,1.3919,0.04897,0.02496,-0.0282,0.0124,1.0,forward
14.25,1.3898,0.05206,0.02739,-0.0279,0.0122,1.0,forward
14.5,1.3874,0.05529,0.02998,-0.0279,0.0119,1.0,forward
14.75,1.3837,0.05883,0.03285,-0.0281,0.0117,1.0,forward
15.0,1.3786,0.06267,0.03603,-0.0286,0.0115,1.0,forward
15.25,1.3724,0.06679,0.03951,-0.0293,0.0113,1.0,forward
15.5,1.3651,0.07118,0.04328,-0.0302,0.0111,1.0,forward
15.75,1.3567,0.07586,0.04737,-0.0314,0.0109,1.0,forward
16.0,1.3475,0.08078,0.05176,-0.0327,0.0107,1.0,forward
16.25,1.3376,0.08591,0.05643,-0.0343,0.0106,1.0,forward
16.5,1.3268,0.09127,0.06143,-0.0361,0.0105,1.0,forward
16.75,1.3157,0.09677,0.0667,-0.038,0.0104,1.0,forward
17.0,1.3068,0.10199,0.07184,-0.0399,0.0102,1.0,forward
17.25,1.3,0.10693,0.07684,-0.0418,0.0101,1.0,forward
17.5,1.2933,0.11188,0.08204,-0.0438,0.0099,1.0,forward
17.75,1.287,0.1168,0.08739,-0.0458,0.0098,1.0,forward
18.0,1.2815,0.1216,0.09282,-0.048,0.0096,1.0,forward
