alpha_deg,cl,cd,cdp,cm,xtr_top,xtr_bottom,source
2.5,0.6886,0.01071,0.00281,-0.0869,0.6809,1.0,forward
2.75,0.7138,0.01081,0.00273,-0.0862,0.6677,1.0,forward
3.0,0.7374,0.01091,0.00273,-0.0852,0.6519,1.0,forward
3.25,0.7613,0.01103,0.0027,-0.0842,0.6353,1.0,forward
3.5,0.7852,0.01116,0.00267,-0.0833,0.6181,1.0,forward
3.75,0.809,0.01132,0.00265,-0.0823,0.5997,1.0,forward
4.0,0.8324,0.01151,0.00263,-0.0813,0.5795,1.0,forward
4.25,0.8554,0.01173,0.00262,-0.0802,0.5577,1.0,forward
4.5,0.8781,0.01201,0.00262,-0.0791,0.5355,1.0,forward
4.75,0.9004,0.01231,0.00269,-0.0779,0.5125,1.0,forward
5.0,0.9228,0.01264,0.00277,-0.0769,0.4904,1.0,forward
5.25,0.9451,0.01299,0.00285,-0.0758,0.4698,1.0,forward
5.5,0.9673,0.01334,0.00294,-0.0748,0.4504,1.0,forward
5.75,0.9894,0.01369,0.00303,-0.0737,0.4322,1.0,forward
6.0,1.0118,0.01407,0.00314,-0.0728,0.4166,1.0,forward
6.25,1.0344,0.01448,0.00327,-0.0719,0.4037,1.0,forward
6.5,1.0577,0.01481,0.00344,-0.0711,0.3915,1.0,forward
6.75,1.0807,0.01523,0.0036,-0.0704,0.3809,1.0,forward
7.0,1.1036,0.01561,0.00378,-0.0696,0.37,1.0,forward
7.25,1.1265,0.01602,0.00397,-0.0688,0.3599,1.0,forward
7.5,1.1488,0.01646,0.00413,-0.0679,0.3495,1.0,forward
7.75,1.1711,0.01684,0.00434,-0.067,0.3391,1.0,forward
8.0,1.1926,0.01736,0.00449,-0.0661,0.3285,1.0,forward
8.25,1.2129,0.01767,0.00467,-0.0649,0.3161,1.0,forward
8.5,1.2323,0.01808,0.00481,-0.0636,0.3026,1.0,forward
8.75,1.2503,0.0185,0.00492,-0.0621,0.2881,1.0,forward
9.0,1.2672,0.01893,0.00502,-0.0604,0.2722,1.0,forward
9.25,1.2835,0.01935,0.00514,-0.0587,0.2542,1.0,forward
9.5,1.2984,0.01983,0.00528,-0.0567,0.2329,1.0,forward
9.75,1.3094,0.02048,0.00547,-0.0542,0.2095,1.0,forward
10.0,1.3184,0.02136,0.00581,-0.0516,0.1864,1.0,forward
10.25,1.3267,0.02238,0.00628,-0.0491,0.1673,1.0,forward
10.5,1.3352,0.02346,0.00684,-0.0468,0.1533,1.0,forward
10.75,1.3442,0.02456,0.00742,-0.0446,0.1421,1.0,forward
11.0,1.3528,0.02571,0.00805,-0.0425,0.1326,1.0,forward
11.25,1.3606,0.02695,0.00873,-0.0406,0.1236,1.0,forward
11.5,1.3705,0.02809,0.00936,-0.0389,0.1141,1.0,forward
11.75,1.3792,0.02936,0.01005,-0.0373,0.1041,1.0,forward
12.0,1.3867,0.03076,0.01083,-0.0357,0.0942,1.0,forward
12.25,1.3942,0.03224,0.01163,-0.0343,0.0812,1.0,forward
12.5,1.3965,0.03423,0.01273,-0.0326,0.0641,1.0,forward
12.75,1.3949,0.03663,0.01417,-0.0309,0.0471,1.0,forward
13.0,1.3914,0.03931,0.01594,-0.0294,0.0391,1.0,forward
13.25,1.388,0.04209,0.01788,-0.0282,0.035,1.0,forward
13.5,1.3851,0.04494,0.01995,-0.0273,0.0325,1.0,forward
13.75,1.3795,0.04819,0.02239,-0.0265,0.031,1.0,forward
14.0,1.3752,0.05142,0.02486,-0.0261,0.0298,1.0,forward
14.25,1.3693,0.05497,0.02765,-0.0259,0.0288,1.0,forward
14.5,1.361,0.05895,0.03086,-0.026,0.0281,1.0,forward
14.75,1.353,0.06306,0.03422,-0.0263,0.0275,1.0,forward
15.0,1.3464,0.0671,0.03756,-0.0268,0.0269,1.0,forward
15.25,1.3394,0.07132,0.0411,-0.0274,0.0264,1.0,forward
15.5,1.3323,0.0756,0.04474,-0.0282,0.0259,1.0,forward
15.75,1.3255,0.07989,0.04843,-0.029,0.0254,1.0,forward
16.0,1.3192,0.08408,0.05203,-0.0298,0.025,1.0,forward
16.25,1.3151,0.08788,0.05527,-0.0303,0.0245,1.0,forward
16.5,1.3128,0.09163,0.0586,-0.0311,0.024,1.0,forward
16.75,1.3109,0.09529,0.06191,-0.0318,0.0235,1.0,forward
17.0,1.3101,0.09874,0.06506,-0.0325,0.0229,1.0,forward
17.25,1.3115,0.10167,0.06767,-0.0328,0.0224,1.0,forward
17.5,1.3186,0.10325,0.06867,-0.032,0.0218,1.0,forward
17.75,1.3187,0.10672,0.07211,-0.0329,0.0215,1.0,forward
18.0,1.3195,0.11001,0.07546,-0.0336,0.0212,1.0,forward
