alpha_deg,cl,cd,cdp,cm,xtr_top,xtr_bottom,source
9.5,1.3005,0.02438,0.00782,-0.057,0.2808,1.0,forward
9.75,1.3103,0.02495,0.00795,-0.0543,0.2614,1.0,forward
10.0,1.3183,0.02559,0.0081,-0.0514,0.2422,1.0,forward
10.25,1.3241,0.02635,0.00833,-0.0482,0.2243,1.0,forward
10.5,1.3299,0.02726,0.0087,-0.0452,0.208,1.0,forward
10.75,1.3364,0.0283,0.00919,-0.0425,0.1934,1.0,forward
11.0,1.3432,0.02944,0.00978,-0.0401,0.1807,1.0,forward
11.25,1.35,0.0307,0.01043,-0.0379,0.17,1.0,forward
11.5,1.3555,0.03206,0.01111,-0.0357,0.1606,1.0,forward
11.75,1.3613,0.03341,0.01194,-0.0337,0.1508,1.0,forward
12.0,1.3657,0.03491,0.01285,-0.0318,0.1413,1.0,forward
12.25,1.3684,0.03659,0.01386,-0.03,0.1324,1.0,forward
12.5,1.3695,0.03845,0.01499,-0.0283,0.1239,1.0,forward
12.75,1.3696,0.04051,0.0164,-0.0269,0.1139,1.0,forward
13.0,1.3658,0.04304,0.01813,-0.0256,0.1031,1.0,forward
13.25,1.3596,0.04605,0.02034,-0.0246,0.0898,1.0,forward
13.5,1.3483,0.04973,0.02305,-0.0238,0.0782,1.0,forward
13.75,1.337,0.05368,0.02604,-0.0232,0.0677,1.0,forward
14.0,1.3271,0.0576,0.02904,-0.0229,0.0609,1.0,forward
14.25,1.319,0.06145,0.03201,-0.0227,0.0563,1.0,forward
14.5,1.3122,0.06525,0.03497,-0.0228,0.0529,1.0,forward
14.75,1.3076,0.0689,0.03786,-0.0228,0.0497,1.0,forward
15.0,1.3027,0.0726,0.04077,-0.0231,0.0476,1.0,forward
15.25,1.2999,0.07619,0.04374,-0.0233,0.0451,1.0,forward
15.5,1.297,0.07973,0.04658,-0.0237,0.0433,1.0,forward
15.75,1.295,0.08329,0.04959,-0.024,0.0415,1.0,forward
16.0,1.2939,0.08672,0.0525,-0.0244,0.0399,1.0,forward
16.25,1.2975,0.0892,0.05425,-0.0241,0.0387,1.0,forward
16.5,1.2974,0.0926,0.0573,-0.0243,0.0376,1.0,forward
16.75,1.2982,0.09586,0.06025,-0.0246,0.0367,1.0,forward
17.0,1.3004,0.09888,0.06297,-0.0248,0.0359,1.0,forward
17.25,1.3075,0.10099,0.06458,-0.0244,0.0351,1.0,forward
17.5,1.3083,0.10438,0.06793,-0.0248,0.0346,1.0,forward
17.75,1.3009,0.10937,0.07358,-0.0267,0.0343,1.0,forward
18.0,1.2912,0.11489,0.08019,-0.0292,0.0341,1.0,forward
