alpha_deg,cl,cd,cdp,cm,xtr_top,xtr_bottom,source
3.0,0.7378,0.01053,0.0025,-0.0851,0.6448,1.0,forward
3.25,0.7621,0.01066,0.00245,-0.0842,0.6289,1.0,forward
3.5,0.7858,0.0108,0.00244,-0.0832,0.6115,1.0,forward
3.75,0.8094,0.01097,0.00243,-0.0822,0.5928,1.0,forward
4.0,0.8326,0.01117,0.00241,-0.0812,0.5725,1.0,forward
4.25,0.8553,0.01139,0.00244,-0.0801,0.5499,1.0,forward
4.5,0.8778,0.01165,0.00247,-0.079,0.5266,1.0,forward
4.75,0.9001,0.01196,0.00252,-0.0778,0.5034,1.0,forward
5.0,0.9222,0.01231,0.00259,-0.0767,0.4814,1.0,forward
5.25,0.9443,0.01267,0.00267,-0.0756,0.4608,1.0,forward
5.5,0.9664,0.01303,0.00276,-0.0746,0.4414,1.0,forward
5.75,0.9885,0.01338,0.00286,-0.0736,0.4233,1.0,forward
6.0,1.0113,0.01373,0.00299,-0.0727,0.408,1.0,forward
6.25,1.0344,0.01409,0.00314,-0.0719,0.3957,1.0,forward
6.75,1.0806,0.01484,0.00346,-0.0703,0.3736,1.0,forward
7.0,1.1034,0.01529,0.00362,-0.0695,0.3637,1.0,forward
7.25,1.1263,0.01563,0.0038,-0.0688,0.3533,1.0,forward
7.5,1.1488,0.01607,0.00398,-0.0679,0.3436,1.0,forward
7.75,1.1709,0.01644,0.00415,-0.067,0.3333,1.0,forward
8.0,1.1924,0.01684,0.00433,-0.0661,0.3224,1.0,forward
8.25,1.2124,0.01733,0.00445,-0.0649,0.3101,1.0,forward
8.5,1.2319,0.01763,0.00458,-0.0636,0.2961,1.0,forward
8.75,1.2507,0.018,0.0047,-0.0622,0.2812,1.0,forward
9.0,1.2686,0.0184,0.00481,-0.0606,0.2651,1.0,forward
9.25,1.2852,0.01884,0.00492,-0.059,0.2464,1.0,forward
9.5,1.2991,0.01939,0.00506,-0.0569,0.2249,1.0,forward
9.75,1.3106,0.02008,0.00529,-0.0545,0.2002,1.0,forward
10.0,1.3189,0.02103,0.00567,-0.0518,0.1772,1.0,forward
10.25,1.3276,0.02206,0.00617,-0.0494,0.1597,1.0,forward
10.5,1.3366,0.02313,0.00672,-0.0471,0.1468,1.0,forward
10.75,1.3454,0.02424,0.00731,-0.0449,0.1358,1.0,forward
11.0,1.3561,0.02527,0.00787,-0.0431,0.126,1.0,forward
11.25,1.3662,0.02636,0.00846,-0.0413,0.1165,1.0,forward
11.5,1.3758,0.02752,0.00909,-0.0396,0.1073,1.0,forward
11.75,1.3847,0.02876,0.00976,-0.038,0.0974,1.0,forward
12.0,1.3921,0.03018,0.01051,-0.0364,0.0866,1.0,forward
12.25,1.398,0.03178,0.01136,-0.0348,0.0715,1.0,forward
12.5,1.3993,0.03386,0.01249,-0.033,0.0519,1.0,forward
12.75,1.3966,0.03634,0.01405,-0.0313,0.0396,1.0,forward
13.0,1.3939,0.03895,0.0158,-0.0298,0.0344,1.0,forward
13.25,1.3914,0.04164,0.0177,-0.0286,0.0316,1.0,forward
13.5,1.3889,0.04445,0.01974,-0.0276,0.0298,1.0,forward
13.75,1.3848,0.04753,0.02205,-0.0269,0.0285,1.0,forward
14.0,1.378,0.05102,0.02476,-0.0264,0.0276,1.0,forward
14.25,1.3732,0.05445,0.02744,-0.0262,0.0268,1.0,forward
14.5,1.3669,0.05819,0.03043,-0.0262,0.0261,1.0,forward
14.75,1.3595,0.06221,0.03372,-0.0265,0.0256,1.0,forward
15.0,1.3508,0.06652,0.0373,-0.0271,0.0251,1.0,forward
15.25,1.3407,0.07111,0.04117,-0.0278,0.0248,1.0,forward
15.5,1.3348,0.07524,0.04466,-0.0285,0.0243,1.0,forward
15.75,1.3292,0.07938,0.0482,-0.0293,0.0239,1.0,forward
16.0,1.3241,0.0835,0.05178,-0.0301,0.0234,1.0,forward
16.25,1.3194,0.08753,0.05531,-0.0309,0.0229,1.0,forward
16.5,1.3159,0.09135,0.05867,-0.0317,0.0224,1.0,forward
16.75,1.3153,0.09436,0.06112,-0.0317,0.0219,1.0,forward
17.0,1.314,0.09799,0.06447,-0.0325,0.0215,1.0,forward
17.25,1.3136,0.10146,0.06773,-0.0333,0.0211,1.0,forward
17.5,1.3148,0.10458,0.07065,-0.0338,0.0207,1.0,forward
17.75,1.3171,0.10749,0.0734,-0.0343,0.0204,1.0,forward
18.0,1.3206,0.11014,0.07594,-0.0346,0.0201,1.0,forward
