alpha_deg,cl,cd,cdp,cm,xtr_top,xtr_bottom,source
3.25,0.7401,0.01238,0.00239,-0.0794,0.5649,1.0,reverse
3.0,0.716,0.0122,0.00239,-0.0803,0.5811,1.0,reverse
2.75,0.6917,0.01204,0.00238,-0.0811,0.5963,1.0,reverse
2.5,0.6675,0.01189,0.00237,-0.0819,0.6114,1.0,reverse
2.25,0.6432,0.01175,0.0024,-0.0827,0.6261,1.0,reverse
2.0,0.6188,0.01163,0.00243,-0.0835,0.6399,1.0,reverse
1.75,0.5944,0.01151,0.00245,-0.0843,0.6531,1.0,reverse
1.5,0.5702,0.01141,0.00246,-0.0851,0.666,1.0,reverse
1.25,0.5453,0.01131,0.00251,-0.0858,0.6772,1.0,reverse
1.0,0.5211,0.01122,0.00253,-0.0866,0.6889,1.0,reverse
0.75,0.4966,0.01114,0.00259,-0.0874,0.7006,1.0,reverse
0.5,0.472,0.01107,0.00266,-0.0881,0.7117,1.0,reverse
0.25,0.4481,0.011,0.0027,-0.0889,0.7234,1.0,reverse
0.0,0.4126,0.01098,0.00282,-0.0874,0.733,0.99,reverse
-0.25,0.3579,0.011,0.00288,-0.082,0.7437,0.9314,reverse
-0.5,0.3101,0.01113,0.00288,-0.079,0.7526,0.7962,reverse
-0.75,0.2857,0.01147,0.0028,-0.0807,0.7639,0.6495,reverse
-1.0,0.263,0.012,0.00283,-0.0822,0.7748,0.5064,reverse
-1.25,0.2394,0.01248,0.00288,-0.0832,0.7859,0.3947,reverse
-1.5,0.2149,0.01289,0.00296,-0.0839,0.7971,0.3137,reverse
-1.75,0.1884,0.01327,0.00307,-0.0843,0.8069,0.2435,reverse
-2.0,0.1635,0.01357,0.00313,-0.0849,0.8185,0.1875,reverse
-2.25,0.1354,0.01398,0.00331,-0.0849,0.8265,0.1408,reverse
-2.5,0.1099,0.01431,0.00344,-0.0854,0.8364,0.1105,reverse
-2.75,0.0817,0.01472,0.00369,-0.0854,0.843,0.0902,reverse
-3.0,0.0542,0.01511,0.00394,-0.0856,0.8504,0.0768,reverse
-3.25,0.0282,0.01545,0.00416,-0.086,0.8586,0.069,reverse
-3.5,-0.0012,0.01587,0.00449,-0.0858,0.8645,0.0639,reverse
-3.75,-0.0275,0.01627,0.00478,-0.0862,0.8726,0.0606,reverse
-4.0,-0.0556,0.0167,0.00508,-0.0862,0.8791,0.0576,reverse
-4.25,-0.085,0.0172,0.0055,-0.086,0.8852,0.0549,reverse
-4.5,-0.1093,0.01765,0.00582,-0.0866,0.8941,0.0531,reverse
-4.75,-0.1404,0.01831,0.00633,-0.086,0.8988,0.0517,reverse
-5.0,-0.1703,0.01902,0.00697,-0.0857,0.9046,0.0503,reverse
-5.25,-0.1943,0.01962,0.00747,-0.0864,0.9134,0.0489,reverse
-5.5,-0.2271,0.02036,0.00798,-0.0852,0.9172,0.0475,reverse
-5.75,-0.2582,0.02131,0.00897,-0.0845,0.9223,0.0461,reverse
-6.0,-0.2838,0.02225,0.00989,-0.0849,0.93,0.0452,reverse
